mappable_precision,mappable_recall,mappable_f1,top1_accuracy,top3_accuracy,top5_accuracy,mrr,threshold,target_pool_size,test_samples,mappable_samples,non_mappable_samples,predicted_mappable,predicted_non_mappable,sme_workload_reduction,sme_hours_saved_per_1000
0.5714285714285714,0.6,0.5853658536585366,0.5,0.55,0.55,0.9393939393939394,-0.50585705,4,188,20,168,21,167,0.8457446808510638,42.287234042553195
