mappable_precision,mappable_recall,mappable_f1,top1_accuracy,top3_accuracy,top5_accuracy,threshold,target_pool_size,test_samples,mappable_samples,non_mappable_samples,predicted_mappable,predicted_non_mappable,sme_workload_reduction,sme_hours_saved_per_1000
0,0.0,0,0.0,0.0,0.0,0.8,4,188,20,168,0,188,0.8936170212765957,44.680851063829785
